review_id,user_id,review_date,rating,sentiment_theme,platform,plan_tier
81,u_206728,2026-04-24,4,fast_results,Android,pro_monthly
82,u_200848,2026-05-31,1,slow_generation,Web,free
83,u_205374,2026-06-28,1,failed_generation_charged_credits,Android,free
84,u_201513,2026-06-28,4,good_model_variety,iOS,free
85,u_203623,2026-06-28,4,good_model_variety,Web,free
86,u_202803,2026-06-28,1,aggressive_monetization,iOS,free
87,u_203479,2026-06-11,2,credit_gating_friction,iOS,free
88,u_204149,2026-06-28,3,content_policy_too_strict,Android,free
89,u_203825,2026-05-25,3,addictive_generation_quality,Web,free
90,u_204707,2026-06-28,4,fast_results,Android,free
91,u_200459,2026-06-28,4,addictive_generation_quality,iOS,pro_monthly
92,u_203515,2026-06-28,4,fast_results,Android,free
93,u_206620,2026-06-28,3,powerful_creative_toolset,Android,free
94,u_201446,2026-04-22,2,slow_generation,Android,free
95,u_200967,2026-06-28,5,good_model_variety,Android,free
96,u_206610,2026-04-15,4,powerful_creative_toolset,Android,free
97,u_206731,2026-06-28,1,slow_generation,Android,free
98,u_200001,2026-06-28,5,powerful_creative_toolset,Android,free
99,u_204823,2026-06-28,4,powerful_creative_toolset,Android,free
100,u_202221,2026-06-28,2,content_policy_too_strict,iOS,pro_annual
101,u_206301,2026-05-10,5,powerful_creative_toolset,iOS,pro_monthly
102,u_205699,2026-04-22,5,easy_to_use,Android,free
103,u_201974,2026-06-28,3,content_policy_too_strict,Android,free
104,u_200226,2026-06-28,5,easy_to_use,iOS,free
105,u_202694,2026-05-27,5,addictive_generation_quality,iOS,pro_monthly
106,u_207035,2026-06-28,5,fast_results,iOS,free
107,u_206216,2026-05-02,5,powerful_creative_toolset,Android,free
108,u_200630,2026-06-28,1,credit_gating_friction,iOS,free
109,u_201341,2026-06-07,2,failed_generation_charged_credits,Android,free
110,u_205854,2026-06-28,4,good_model_variety,Android,free
111,u_200710,2026-06-28,5,addictive_generation_quality,Web,free
112,u_207790,2026-06-28,3,credit_gating_friction,Web,free
113,u_200407,2026-06-28,2,aggressive_monetization,iOS,free
114,u_206436,2026-04-02,5,addictive_generation_quality,iOS,free
115,u_200177,2026-06-03,5,easy_to_use,Android,free
116,u_201586,2026-05-15,1,app_crash,Web,free
117,u_204230,2026-06-28,5,addictive_generation_quality,Android,free
118,u_206256,2026-06-28,5,addictive_generation_quality,Android,enterprise
119,u_206219,2026-06-22,5,addictive_generation_quality,Android,enterprise
120,u_202644,2026-06-28,5,good_model_variety,Android,free
121,u_206589,2026-06-28,5,easy_to_use,iOS,free
122,u_201142,2026-06-23,4,fast_results,iOS,free
123,u_201864,2026-05-22,5,powerful_creative_toolset,iOS,free
124,u_200070,2026-06-22,5,powerful_creative_toolset,Web,free
125,u_207124,2026-04-17,5,fast_results,iOS,free
126,u_204461,2026-06-28,5,fast_results,Web,free
127,u_202296,2026-06-27,5,easy_to_use,Android,free
128,u_201736,2026-06-28,5,easy_to_use,iOS,free
129,u_203501,2026-06-28,2,app_crash,Web,free
130,u_203853,2026-06-28,5,addictive_generation_quality,Web,free
131,u_201741,2026-06-28,4,powerful_creative_toolset,Android,free
132,u_207338,2026-04-16,5,good_model_variety,Web,free
133,u_200243,2026-06-28,4,easy_to_use,Android,free
134,u_204532,2026-06-28,3,easy_to_use,Android,free
135,u_205991,2026-06-28,5,powerful_creative_toolset,Android,free
136,u_201036,2026-06-28,5,good_model_variety,iOS,free
137,u_201273,2026-05-06,4,good_model_variety,iOS,free
138,u_203804,2026-05-30,4,powerful_creative_toolset,iOS,free
139,u_206811,2026-05-01,4,easy_to_use,iOS,free
140,u_203173,2026-06-28,4,fast_results,Android,enterprise
141,u_202713,2026-05-22,3,addictive_generation_quality,iOS,free
142,u_206623,2026-06-28,4,fast_results,Android,free
143,u_207497,2026-06-28,1,content_policy_too_strict,iOS,free
144,u_205773,2026-06-28,2,credit_gating_friction,Web,free
145,u_206636,2026-06-28,5,fast_results,Android,free
146,u_200417,2026-06-28,4,easy_to_use,iOS,free
147,u_201254,2026-06-28,4,powerful_creative_toolset,Web,free
148,u_204829,2026-06-16,5,good_model_variety,iOS,free
149,u_206527,2026-04-16,5,fast_results,iOS,free
150,u_202288,2026-04-21,1,app_crash,Android,free
151,u_203146,2026-05-06,5,easy_to_use,iOS,free
152,u_202184,2026-06-28,5,good_model_variety,Android,free
153,u_207080,2026-04-17,4,easy_to_use,Android,free
154,u_205484,2026-03-29,4,powerful_creative_toolset,Android,free
155,u_200442,2026-03-31,5,good_model_variety,iOS,free
156,u_202079,2026-06-28,5,good_model_variety,iOS,free
157,u_207255,2026-05-02,2,slow_generation,iOS,pro_annual
158,u_202915,2026-06-21,5,addictive_generation_quality,Android,free
159,u_201235,2026-06-28,5,fast_results,Web,free
160,u_207876,2026-05-25,4,fast_results,Web,free
161,u_200477,2026-06-28,5,good_model_variety,Android,pro_monthly
162,u_203471,2026-06-21,3,aggressive_monetization,Web,free
163,u_202603,2026-06-28,4,addictive_generation_quality,Android,free
164,u_207349,2026-06-07,5,addictive_generation_quality,iOS,free
165,u_207933,2026-06-28,4,easy_to_use,iOS,pro_monthly
166,u_201877,2026-06-11,5,addictive_generation_quality,Android,free
167,u_205444,2026-06-17,5,good_model_variety,iOS,free
168,u_200131,2026-03-25,5,addictive_generation_quality,iOS,free
169,u_202447,2026-05-15,5,powerful_creative_toolset,Android,free
170,u_202154,2026-06-28,3,fast_results,Android,pro_monthly
171,u_207380,2026-06-28,5,good_model_variety,iOS,free
172,u_207798,2026-06-28,1,content_policy_too_strict,Android,pro_annual
173,u_201917,2026-06-28,5,good_model_variety,Android,free
174,u_204644,2026-05-09,3,powerful_creative_toolset,Web,free
175,u_201243,2026-03-07,1,failed_generation_charged_credits,Web,pro_monthly
176,u_205742,2026-03-17,1,credit_gating_friction,Android,enterprise
177,u_204092,2026-06-28,3,easy_to_use,iOS,free
178,u_203235,2026-06-28,5,addictive_generation_quality,Android,pro_monthly
179,u_200006,2026-06-11,1,app_crash,Android,free
180,u_203276,2026-05-09,4,powerful_creative_toolset,Web,free
181,u_203999,2026-03-07,1,credit_gating_friction,Web,free
182,u_200187,2026-06-28,5,powerful_creative_toolset,Android,pro_monthly
183,u_207171,2026-06-28,2,slow_generation,Android,pro_annual
184,u_207597,2026-05-06,4,powerful_creative_toolset,Web,free
185,u_201118,2026-06-28,4,addictive_generation_quality,iOS,free
186,u_207699,2026-06-28,4,easy_to_use,Web,free
187,u_207767,2026-06-27,4,easy_to_use,Android,free
188,u_206433,2026-06-23,5,good_model_variety,Android,pro_monthly
189,u_207010,2026-06-28,5,addictive_generation_quality,Android,free
190,u_207280,2026-06-28,5,powerful_creative_toolset,Android,free
191,u_202799,2026-06-28,5,easy_to_use,iOS,free
192,u_204183,2026-06-27,4,powerful_creative_toolset,Android,free
193,u_205763,2026-06-28,5,powerful_creative_toolset,Web,pro_annual
194,u_201277,2026-06-28,5,fast_results,iOS,free
195,u_202365,2026-05-03,4,addictive_generation_quality,iOS,free
196,u_200158,2026-06-28,5,good_model_variety,Android,free
197,u_205108,2026-06-28,3,fast_results,iOS,free
198,u_207543,2026-06-28,5,easy_to_use,Android,free
199,u_204676,2026-06-20,3,failed_generation_charged_credits,Web,free
200,u_203023,2026-06-28,3,addictive_generation_quality,iOS,free
201,u_201509,2026-05-04,1,failed_generation_charged_credits,iOS,free
202,u_201985,2026-06-28,2,aggressive_monetization,Android,free
203,u_205277,2026-06-28,5,addictive_generation_quality,Web,free
204,u_200521,2026-05-13,5,fast_results,iOS,free
205,u_205725,2026-06-28,5,easy_to_use,Android,free
206,u_207153,2026-04-12,1,aggressive_monetization,Android,free
207,u_207528,2026-06-20,5,easy_to_use,Android,free
208,u_205245,2026-04-08,4,good_model_variety,Web,pro_annual
209,u_202601,2026-06-28,4,good_model_variety,Web,free
210,u_204806,2026-06-28,4,fast_results,iOS,free
211,u_200211,2026-06-28,5,addictive_generation_quality,Android,free
212,u_201361,2026-06-28,5,fast_results,iOS,free
213,u_203330,2026-06-28,5,easy_to_use,Android,free
214,u_206515,2026-04-18,3,app_crash,iOS,free
215,u_205605,2026-06-04,3,slow_generation,Android,free
216,u_205229,2026-06-28,2,failed_generation_charged_credits,Android,free
217,u_201339,2026-06-28,5,fast_results,Android,free
218,u_203726,2026-06-28,5,addictive_generation_quality,Android,pro_monthly
219,u_205410,2026-06-28,4,powerful_creative_toolset,Android,free
220,u_204327,2026-06-28,5,powerful_creative_toolset,iOS,pro_annual
221,u_207602,2026-06-28,4,addictive_generation_quality,Android,free
222,u_204464,2026-06-28,3,app_crash,Android,free
223,u_206260,2026-06-28,5,easy_to_use,Android,free
224,u_202403,2026-06-28,5,addictive_generation_quality,iOS,free
225,u_207083,2026-06-28,4,easy_to_use,iOS,free
226,u_202124,2026-04-25,2,aggressive_monetization,Web,free
227,u_201588,2026-06-28,3,app_crash,Web,free
228,u_200172,2026-06-20,5,fast_results,Android,pro_monthly
229,u_207002,2026-04-21,5,easy_to_use,iOS,free
230,u_206810,2026-06-28,5,fast_results,iOS,free
231,u_204244,2026-06-28,4,addictive_generation_quality,Android,free
232,u_206866,2026-04-08,4,easy_to_use,iOS,free
233,u_200716,2026-05-06,2,slow_generation,iOS,free
234,u_202598,2026-06-28,4,easy_to_use,iOS,free
235,u_205072,2026-06-11,4,good_model_variety,iOS,free
236,u_202534,2026-06-28,3,powerful_creative_toolset,iOS,free
237,u_205678,2026-06-28,5,fast_results,Android,free
238,u_203727,2026-06-28,5,powerful_creative_toolset,Android,free
239,u_207381,2026-05-25,1,app_crash,Web,free
240,u_206408,2026-06-28,4,easy_to_use,Android,free
241,u_207266,2026-04-14,5,powerful_creative_toolset,iOS,pro_annual
242,u_202281,2026-05-13,1,slow_generation,Android,pro_monthly
243,u_200025,2026-06-28,1,credit_gating_friction,Android,free
244,u_201739,2026-06-28,4,easy_to_use,Web,pro_monthly
245,u_202524,2026-06-28,5,good_model_variety,Android,free
246,u_205063,2026-06-28,5,addictive_generation_quality,iOS,free
247,u_202707,2026-06-28,3,fast_results,Android,free
248,u_201850,2026-06-28,5,powerful_creative_toolset,Android,free
249,u_204516,2026-06-16,1,app_crash,Web,free
250,u_202407,2026-06-13,3,aggressive_monetization,Android,free
251,u_203575,2026-06-27,4,addictive_generation_quality,Web,free
252,u_203230,2026-04-01,5,powerful_creative_toolset,Android,enterprise
253,u_201392,2026-06-22,3,app_crash,Android,free
254,u_206358,2026-06-18,3,failed_generation_charged_credits,Web,free
255,u_200384,2026-04-23,4,easy_to_use,Android,free
256,u_205973,2026-06-20,5,powerful_creative_toolset,Android,free
257,u_204084,2026-06-25,5,powerful_creative_toolset,Android,free
258,u_204560,2026-06-28,4,easy_to_use,Android,free
259,u_204789,2026-05-26,3,app_crash,iOS,free
260,u_205065,2026-06-28,5,good_model_variety,iOS,free
261,u_204872,2026-05-26,3,aggressive_monetization,Android,free
262,u_204509,2026-06-01,3,slow_generation,iOS,free
263,u_202041,2026-06-11,5,addictive_generation_quality,iOS,free
264,u_207199,2026-06-28,4,fast_results,Web,free
265,u_201608,2026-05-11,5,powerful_creative_toolset,iOS,free
266,u_200886,2026-06-12,5,powerful_creative_toolset,Web,free
267,u_204095,2026-05-05,5,addictive_generation_quality,Web,free
268,u_206558,2026-03-05,5,powerful_creative_toolset,Android,free
269,u_203878,2026-04-19,5,powerful_creative_toolset,Android,free
270,u_207313,2026-05-05,5,easy_to_use,iOS,free
271,u_200735,2026-06-12,1,credit_gating_friction,Web,free
272,u_203470,2026-05-06,4,addictive_generation_quality,Android,free
273,u_206282,2026-04-05,5,addictive_generation_quality,Android,free
274,u_206057,2026-06-28,4,good_model_variety,iOS,free
275,u_205275,2026-05-04,4,powerful_creative_toolset,iOS,free
276,u_206712,2026-06-28,5,powerful_creative_toolset,Android,free
277,u_200741,2026-06-01,5,good_model_variety,Android,free
278,u_206987,2026-06-28,5,good_model_variety,Android,free
279,u_206746,2026-06-06,5,good_model_variety,Android,free
280,u_204077,2026-06-26,5,easy_to_use,Android,free
281,u_205206,2026-06-11,4,addictive_generation_quality,Web,free
282,u_202898,2026-04-21,5,addictive_generation_quality,iOS,free
283,u_203622,2026-05-23,4,powerful_creative_toolset,Android,free
284,u_207481,2026-06-28,3,content_policy_too_strict,Android,free
285,u_205642,2026-05-21,2,slow_generation,Android,free
286,u_206145,2026-06-28,3,credit_gating_friction,Android,free
287,u_204434,2026-06-28,4,fast_results,Android,free
288,u_204768,2026-06-28,2,app_crash,Web,free
289,u_205574,2026-06-07,1,credit_gating_friction,Android,free
290,u_202176,2026-06-28,3,failed_generation_charged_credits,Android,free
291,u_206635,2026-06-28,4,fast_results,iOS,free
292,u_206980,2026-06-28,3,app_crash,iOS,free
293,u_200514,2026-05-18,4,easy_to_use,iOS,free
294,u_207256,2026-06-28,4,good_model_variety,Android,free
295,u_203425,2026-06-28,1,credit_gating_friction,Web,free
296,u_205751,2026-04-21,5,addictive_generation_quality,Android,free
297,u_201023,2026-05-20,4,easy_to_use,Android,free
298,u_206297,2026-06-05,3,good_model_variety,Android,free
299,u_207608,2026-06-28,3,slow_generation,iOS,free
300,u_202278,2026-04-07,4,addictive_generation_quality,iOS,free
301,u_206593,2026-06-26,4,easy_to_use,Android,free
302,u_206472,2026-06-28,5,good_model_variety,Android,free
303,u_205726,2026-06-28,4,fast_results,Android,free
304,u_201136,2026-06-28,3,aggressive_monetization,Android,free
305,u_205516,2026-05-04,1,credit_gating_friction,Android,pro_annual
306,u_206805,2026-06-28,5,easy_to_use,Android,free
307,u_207111,2026-05-01,5,powerful_creative_toolset,iOS,free
308,u_203651,2026-06-28,5,easy_to_use,Android,free
309,u_203858,2026-03-30,3,aggressive_monetization,iOS,pro_monthly
310,u_203247,2026-06-28,5,addictive_generation_quality,Android,free
311,u_204530,2026-04-12,4,good_model_variety,Android,pro_monthly
312,u_201151,2026-06-10,5,good_model_variety,Web,free
313,u_207235,2026-04-10,4,easy_to_use,iOS,free
314,u_206007,2026-06-28,3,fast_results,Android,pro_monthly
315,u_203429,2026-06-28,5,powerful_creative_toolset,Android,free
316,u_202393,2026-06-28,5,addictive_generation_quality,iOS,pro_monthly
317,u_202973,2026-05-28,2,slow_generation,iOS,free
318,u_204664,2026-06-06,4,good_model_variety,Android,free
319,u_200720,2026-06-02,5,good_model_variety,iOS,free
320,u_203927,2026-06-28,3,content_policy_too_strict,Android,free
321,u_206539,2026-06-28,4,good_model_variety,iOS,free
322,u_202608,2026-04-20,5,addictive_generation_quality,iOS,pro_annual
323,u_203220,2026-06-26,4,addictive_generation_quality,Android,free
324,u_207207,2026-06-28,4,powerful_creative_toolset,iOS,free
325,u_202068,2026-06-28,1,aggressive_monetization,iOS,free
326,u_204631,2026-05-30,3,fast_results,iOS,free
327,u_203420,2026-06-07,3,content_policy_too_strict,iOS,free
328,u_203830,2026-05-08,3,easy_to_use,Android,free
329,u_205407,2026-05-23,5,fast_results,Android,free
330,u_202868,2026-04-30,4,good_model_variety,Web,free
331,u_207427,2026-04-14,5,easy_to_use,Web,free
332,u_202589,2026-06-28,1,credit_gating_friction,Web,free
333,u_200461,2026-06-15,5,easy_to_use,iOS,free
334,u_207464,2026-06-17,4,addictive_generation_quality,iOS,pro_annual
335,u_200523,2026-06-03,1,content_policy_too_strict,Web,free
336,u_201491,2026-05-26,3,easy_to_use,Android,pro_monthly
337,u_200164,2026-05-22,4,fast_results,Android,free
338,u_200693,2026-06-28,2,credit_gating_friction,Android,free
339,u_204052,2026-06-28,5,good_model_variety,Android,free
340,u_200251,2026-06-28,2,slow_generation,Android,free
341,u_201338,2026-06-28,4,powerful_creative_toolset,Web,free
342,u_201484,2026-06-28,3,addictive_generation_quality,Web,free
343,u_205176,2026-06-28,2,aggressive_monetization,iOS,free
344,u_203079,2026-06-28,3,aggressive_monetization,Android,free
345,u_200452,2026-06-28,4,easy_to_use,iOS,free
346,u_200067,2026-06-28,4,fast_results,Web,pro_monthly
347,u_202862,2026-06-28,4,fast_results,Android,pro_monthly
348,u_202901,2026-06-28,5,addictive_generation_quality,Android,pro_annual
349,u_201537,2026-06-28,4,fast_results,iOS,free
350,u_205368,2026-06-28,2,app_crash,iOS,free
351,u_200208,2026-06-28,5,powerful_creative_toolset,Web,free
352,u_203615,2026-06-28,4,powerful_creative_toolset,Android,free
353,u_201605,2026-05-30,5,good_model_variety,Android,free
354,u_203394,2026-05-24,5,fast_results,iOS,pro_monthly
355,u_203812,2026-06-04,3,good_model_variety,Web,free
356,u_202113,2026-06-28,5,easy_to_use,Android,free
357,u_202018,2026-05-07,3,failed_generation_charged_credits,iOS,free
358,u_203906,2026-06-28,2,content_policy_too_strict,iOS,free
359,u_205941,2026-06-28,5,addictive_generation_quality,Android,free
360,u_203389,2026-05-13,5,addictive_generation_quality,Android,free
361,u_203268,2026-06-28,4,powerful_creative_toolset,Web,free
362,u_207330,2026-06-28,4,addictive_generation_quality,iOS,free
363,u_205416,2026-04-28,2,content_policy_too_strict,iOS,pro_monthly
364,u_201954,2026-06-28,2,app_crash,Web,free
365,u_206118,2026-06-01,5,good_model_variety,Android,free
366,u_203535,2026-05-05,5,easy_to_use,Android,free
367,u_205021,2026-06-22,2,slow_generation,iOS,free
368,u_204259,2026-05-30,5,addictive_generation_quality,iOS,free
369,u_202413,2026-06-28,3,addictive_generation_quality,iOS,free
370,u_200159,2026-05-17,4,powerful_creative_toolset,iOS,free
371,u_204617,2026-06-16,4,powerful_creative_toolset,Android,free
372,u_205461,2026-06-28,4,easy_to_use,iOS,free
373,u_206391,2026-06-28,5,fast_results,iOS,free
374,u_203347,2026-04-04,5,powerful_creative_toolset,Android,pro_annual
375,u_204559,2026-05-04,5,powerful_creative_toolset,Web,free
376,u_202258,2026-05-08,5,easy_to_use,iOS,free
377,u_205151,2026-03-19,3,addictive_generation_quality,Web,free
378,u_204512,2026-06-28,4,addictive_generation_quality,Android,free
379,u_207218,2026-06-28,3,aggressive_monetization,Android,free
380,u_203619,2026-04-10,2,failed_generation_charged_credits,Android,pro_monthly
381,u_203273,2026-06-19,5,fast_results,iOS,free
382,u_201368,2026-06-02,4,addictive_generation_quality,Android,free
383,u_203652,2026-06-28,5,good_model_variety,Web,free
384,u_207811,2026-06-28,2,content_policy_too_strict,Android,pro_monthly
385,u_206362,2026-06-24,4,good_model_variety,Android,free
386,u_205732,2026-06-28,5,good_model_variety,Android,free
387,u_201582,2026-06-28,4,powerful_creative_toolset,Android,free
388,u_203562,2026-06-28,4,fast_results,iOS,free
389,u_204556,2026-03-28,5,powerful_creative_toolset,iOS,pro_monthly
390,u_204449,2026-05-02,5,addictive_generation_quality,iOS,free
391,u_201427,2026-06-28,5,good_model_variety,Android,free
392,u_203006,2026-06-28,3,slow_generation,Web,pro_monthly
393,u_200979,2026-04-30,3,failed_generation_charged_credits,Android,free
394,u_201858,2026-04-13,5,fast_results,iOS,free
395,u_207350,2026-06-28,3,content_policy_too_strict,Web,pro_monthly
396,u_201415,2026-06-28,1,failed_generation_charged_credits,Android,free
397,u_206017,2026-06-28,5,powerful_creative_toolset,iOS,pro_monthly
398,u_202555,2026-05-14,4,easy_to_use,Android,free
399,u_200233,2026-03-31,5,addictive_generation_quality,Android,free
400,u_200322,2026-06-15,1,slow_generation,iOS,free
401,u_200141,2026-03-07,5,easy_to_use,Android,free
402,u_206422,2026-05-24,4,fast_results,Android,free
403,u_200532,2026-06-16,3,app_crash,iOS,free
404,u_203401,2026-06-28,4,easy_to_use,Android,free
405,u_202801,2026-06-28,5,addictive_generation_quality,Web,free
406,u_202852,2026-05-26,5,fast_results,iOS,free
407,u_207788,2026-03-17,5,good_model_variety,iOS,free
408,u_203649,2026-06-21,5,easy_to_use,Android,free
409,u_200747,2026-05-03,4,easy_to_use,Android,free
410,u_201749,2026-04-30,3,good_model_variety,Web,free
411,u_207346,2026-03-28,5,fast_results,Android,pro_monthly
412,u_206344,2026-06-15,2,content_policy_too_strict,Web,free
413,u_205174,2026-06-28,5,powerful_creative_toolset,Android,free
414,u_200345,2026-06-28,5,powerful_creative_toolset,iOS,free
415,u_204627,2026-06-28,3,failed_generation_charged_credits,Android,pro_monthly
416,u_207486,2026-06-28,5,fast_results,Android,free
417,u_204297,2026-06-28,5,easy_to_use,Web,pro_annual
418,u_206180,2026-06-28,4,good_model_variety,Android,enterprise
419,u_206307,2026-05-31,4,powerful_creative_toolset,Android,free
420,u_204292,2026-05-31,5,easy_to_use,Web,free
421,u_201643,2026-06-28,5,fast_results,Android,free
422,u_201620,2026-06-28,3,powerful_creative_toolset,Android,free
423,u_204873,2026-06-18,1,app_crash,Android,free
424,u_207547,2026-05-16,5,addictive_generation_quality,Android,free
425,u_201034,2026-04-19,3,fast_results,Android,free
426,u_205477,2026-06-07,1,aggressive_monetization,Web,pro_annual
427,u_204024,2026-04-27,5,fast_results,Android,free
428,u_204541,2026-06-28,5,powerful_creative_toolset,Android,free
429,u_204839,2026-06-27,5,easy_to_use,iOS,free
430,u_205890,2026-06-28,5,addictive_generation_quality,Android,free
431,u_206214,2026-06-28,4,fast_results,Android,free
432,u_207373,2026-05-25,5,powerful_creative_toolset,Android,free
433,u_206169,2026-06-28,4,powerful_creative_toolset,iOS,pro_monthly
434,u_200468,2026-06-27,5,powerful_creative_toolset,iOS,free
435,u_204419,2026-06-25,5,powerful_creative_toolset,Android,free
436,u_205329,2026-06-28,5,fast_results,Android,free
437,u_201327,2026-06-28,5,powerful_creative_toolset,iOS,pro_monthly
438,u_200537,2026-06-28,2,slow_generation,Web,pro_monthly
439,u_206684,2026-06-28,1,failed_generation_charged_credits,Web,free
440,u_202437,2026-06-20,4,fast_results,iOS,free
441,u_200451,2026-05-23,5,easy_to_use,Android,free
442,u_204953,2026-03-10,2,failed_generation_charged_credits,iOS,free
443,u_206361,2026-06-28,5,easy_to_use,iOS,free
444,u_206832,2026-06-08,3,good_model_variety,iOS,pro_monthly
445,u_200281,2026-06-28,3,easy_to_use,Web,free
446,u_204959,2026-06-28,5,powerful_creative_toolset,iOS,free
447,u_201257,2026-06-24,5,fast_results,Web,free
448,u_205740,2026-06-20,3,credit_gating_friction,Android,free
449,u_203601,2026-06-28,1,failed_generation_charged_credits,iOS,pro_annual
450,u_206878,2026-06-28,1,slow_generation,iOS,free
451,u_202877,2026-06-27,5,good_model_variety,Android,free
452,u_205693,2026-05-15,4,good_model_variety,Android,free
453,u_203198,2026-06-09,5,addictive_generation_quality,Android,free
454,u_200641,2026-04-11,3,good_model_variety,Android,free
455,u_205372,2026-05-23,2,credit_gating_friction,Web,free
456,u_202282,2026-06-28,1,slow_generation,Android,free
457,u_203847,2026-05-12,4,easy_to_use,Android,free
458,u_205698,2026-04-20,1,failed_generation_charged_credits,Android,free
459,u_203919,2026-06-21,5,good_model_variety,iOS,pro_annual
460,u_205923,2026-06-28,5,addictive_generation_quality,Android,pro_monthly
