subscription_event_id,user_id,event_date,event_type,plan_name,price_usd
363,u_200307,2026-05-03,account_created,free,0.0
364,u_200308,2026-03-27,account_created,free,0.0
365,u_200309,2026-06-09,account_created,free,0.0
366,u_200310,2026-06-20,account_created,free,0.0
367,u_200311,2026-06-18,account_created,free,0.0
368,u_200312,2026-05-25,account_created,free,0.0
369,u_200312,2026-06-01,upgrade,pro_monthly,9.99
370,u_200313,2026-03-14,account_created,free,0.0
371,u_200314,2026-04-22,account_created,free,0.0
372,u_200314,2026-04-23,upgrade,pro_monthly,9.99
373,u_200314,2026-05-28,cancellation,pro_monthly,0.0
374,u_200315,2026-03-28,account_created,free,0.0
375,u_200316,2026-04-27,account_created,free,0.0
376,u_200316,2026-04-30,upgrade,enterprise,299.0
377,u_200317,2026-06-15,account_created,free,0.0
378,u_200318,2026-05-22,account_created,free,0.0
379,u_200319,2026-04-18,account_created,free,0.0
380,u_200319,2026-04-27,upgrade,pro_monthly,9.99
381,u_200320,2026-04-21,account_created,free,0.0
382,u_200321,2026-03-21,account_created,free,0.0
383,u_200322,2026-03-23,account_created,free,0.0
384,u_200323,2026-05-14,account_created,free,0.0
385,u_200324,2026-05-09,account_created,free,0.0
386,u_200325,2026-03-21,account_created,free,0.0
387,u_200326,2026-06-12,account_created,free,0.0
388,u_200327,2026-03-04,account_created,free,0.0
389,u_200328,2026-04-29,account_created,free,0.0
390,u_200329,2026-03-24,account_created,free,0.0
391,u_200329,2026-04-02,upgrade,pro_monthly,9.99
392,u_200330,2026-05-07,account_created,free,0.0
393,u_200331,2026-03-08,account_created,free,0.0
394,u_200332,2026-05-16,account_created,free,0.0
395,u_200333,2026-05-21,account_created,free,0.0
396,u_200334,2026-06-05,account_created,free,0.0
397,u_200335,2026-04-04,account_created,free,0.0
398,u_200336,2026-03-15,account_created,free,0.0
399,u_200336,2026-03-23,upgrade,pro_monthly,9.99
400,u_200337,2026-05-14,account_created,free,0.0
401,u_200338,2026-05-06,account_created,free,0.0
402,u_200339,2026-04-22,account_created,free,0.0
403,u_200340,2026-03-07,account_created,free,0.0
404,u_200341,2026-05-03,account_created,free,0.0
405,u_200342,2026-06-21,account_created,free,0.0
406,u_200343,2026-06-14,account_created,free,0.0
407,u_200344,2026-03-04,account_created,free,0.0
408,u_200345,2026-06-11,account_created,free,0.0
409,u_200346,2026-06-20,account_created,free,0.0
410,u_200346,2026-06-28,upgrade,pro_monthly,9.99
411,u_200347,2026-06-03,account_created,free,0.0
412,u_200348,2026-03-17,account_created,free,0.0
413,u_200348,2026-03-24,upgrade,pro_monthly,9.99
414,u_200349,2026-04-23,account_created,free,0.0
415,u_200350,2026-04-22,account_created,free,0.0
416,u_200351,2026-03-25,account_created,free,0.0
417,u_200352,2026-04-09,account_created,free,0.0
418,u_200353,2026-03-27,account_created,free,0.0
419,u_200354,2026-05-26,account_created,free,0.0
420,u_200355,2026-04-27,account_created,free,0.0
421,u_200356,2026-03-13,account_created,free,0.0
422,u_200357,2026-04-03,account_created,free,0.0
423,u_200357,2026-04-10,upgrade,pro_monthly,9.99
424,u_200358,2026-03-10,account_created,free,0.0
425,u_200359,2026-03-23,account_created,free,0.0
426,u_200360,2026-03-31,account_created,free,0.0
427,u_200361,2026-05-11,account_created,free,0.0
428,u_200362,2026-05-14,account_created,free,0.0
429,u_200363,2026-06-14,account_created,free,0.0
430,u_200364,2026-03-16,account_created,free,0.0
431,u_200365,2026-05-04,account_created,free,0.0
432,u_200366,2026-06-09,account_created,free,0.0
433,u_200366,2026-06-12,upgrade,pro_monthly,9.99
434,u_200367,2026-04-22,account_created,free,0.0
435,u_200368,2026-06-08,account_created,free,0.0
436,u_200369,2026-06-10,account_created,free,0.0
437,u_200369,2026-06-16,upgrade,pro_annual,79.99
438,u_200370,2026-04-03,account_created,free,0.0
439,u_200371,2026-03-08,account_created,free,0.0
440,u_200372,2026-05-27,account_created,free,0.0
441,u_200373,2026-05-07,account_created,free,0.0
442,u_200374,2026-06-07,account_created,free,0.0
443,u_200375,2026-05-23,account_created,free,0.0
444,u_200375,2026-05-25,upgrade,pro_monthly,9.99
445,u_200376,2026-03-28,account_created,free,0.0
446,u_200377,2026-03-09,account_created,free,0.0
447,u_200377,2026-03-15,upgrade,pro_annual,79.99
448,u_200377,2026-03-27,cancellation,pro_annual,0.0
449,u_200378,2026-06-01,account_created,free,0.0
450,u_200378,2026-06-02,upgrade,pro_annual,79.99
451,u_200379,2026-04-25,account_created,free,0.0
452,u_200379,2026-05-01,upgrade,pro_annual,79.99
453,u_200380,2026-03-29,account_created,free,0.0
454,u_200381,2026-04-27,account_created,free,0.0
455,u_200382,2026-04-17,account_created,free,0.0
456,u_200383,2026-03-04,account_created,free,0.0
457,u_200384,2026-03-16,account_created,free,0.0
458,u_200385,2026-05-18,account_created,free,0.0
459,u_200386,2026-03-15,account_created,free,0.0
460,u_200387,2026-05-19,account_created,free,0.0
461,u_200388,2026-03-09,account_created,free,0.0
462,u_200388,2026-03-14,upgrade,pro_monthly,9.99
463,u_200389,2026-06-18,account_created,free,0.0
464,u_200390,2026-04-05,account_created,free,0.0
465,u_200391,2026-05-01,account_created,free,0.0
466,u_200392,2026-06-06,account_created,free,0.0
467,u_200393,2026-05-06,account_created,free,0.0
468,u_200394,2026-04-04,account_created,free,0.0
469,u_200395,2026-06-04,account_created,free,0.0
470,u_200396,2026-03-30,account_created,free,0.0
471,u_200397,2026-03-21,account_created,free,0.0
472,u_200397,2026-03-30,upgrade,pro_monthly,9.99
473,u_200398,2026-04-11,account_created,free,0.0
474,u_200399,2026-03-27,account_created,free,0.0
475,u_200400,2026-05-26,account_created,free,0.0
476,u_200401,2026-04-07,account_created,free,0.0
477,u_200401,2026-04-16,upgrade,pro_annual,79.99
478,u_200402,2026-03-16,account_created,free,0.0
479,u_200403,2026-03-25,account_created,free,0.0
480,u_200403,2026-03-29,upgrade,pro_monthly,9.99
481,u_200404,2026-05-04,account_created,free,0.0
482,u_200405,2026-03-15,account_created,free,0.0
483,u_200406,2026-05-17,account_created,free,0.0
484,u_200407,2026-05-12,account_created,free,0.0
485,u_200408,2026-04-28,account_created,free,0.0
486,u_200409,2026-04-29,account_created,free,0.0
487,u_200410,2026-05-17,account_created,free,0.0
488,u_200411,2026-04-05,account_created,free,0.0
489,u_200412,2026-06-07,account_created,free,0.0
490,u_200413,2026-05-25,account_created,free,0.0
491,u_200414,2026-06-05,account_created,free,0.0
492,u_200415,2026-05-10,account_created,free,0.0
493,u_200416,2026-03-16,account_created,free,0.0
494,u_200417,2026-06-11,account_created,free,0.0
495,u_200418,2026-04-12,account_created,free,0.0
496,u_200419,2026-04-20,account_created,free,0.0
497,u_200420,2026-06-09,account_created,free,0.0
498,u_200421,2026-05-24,account_created,free,0.0
499,u_200422,2026-03-14,account_created,free,0.0
500,u_200423,2026-03-26,account_created,free,0.0
501,u_200424,2026-04-07,account_created,free,0.0
502,u_200425,2026-05-23,account_created,free,0.0
503,u_200426,2026-03-18,account_created,free,0.0
504,u_200427,2026-05-17,account_created,free,0.0
505,u_200428,2026-05-11,account_created,free,0.0
506,u_200428,2026-05-15,upgrade,pro_annual,79.99
507,u_200429,2026-06-07,account_created,free,0.0
508,u_200429,2026-06-16,upgrade,pro_annual,79.99
509,u_200430,2026-03-31,account_created,free,0.0
510,u_200431,2026-04-26,account_created,free,0.0
511,u_200432,2026-05-11,account_created,free,0.0
512,u_200433,2026-06-21,account_created,free,0.0
513,u_200434,2026-05-08,account_created,free,0.0
514,u_200434,2026-05-13,upgrade,pro_annual,79.99
515,u_200435,2026-06-05,account_created,free,0.0
516,u_200436,2026-05-13,account_created,free,0.0
517,u_200437,2026-03-15,account_created,free,0.0
518,u_200438,2026-05-18,account_created,free,0.0
519,u_200439,2026-04-18,account_created,free,0.0
520,u_200440,2026-03-17,account_created,free,0.0
521,u_200441,2026-03-29,account_created,free,0.0
522,u_200442,2026-03-01,account_created,free,0.0
523,u_200443,2026-05-21,account_created,free,0.0
524,u_200444,2026-03-31,account_created,free,0.0
525,u_200445,2026-03-29,account_created,free,0.0
526,u_200446,2026-05-25,account_created,free,0.0
527,u_200447,2026-03-01,account_created,free,0.0
528,u_200448,2026-05-12,account_created,free,0.0
529,u_200449,2026-04-20,account_created,free,0.0
530,u_200450,2026-04-17,account_created,free,0.0
531,u_200451,2026-04-21,account_created,free,0.0
532,u_200452,2026-05-20,account_created,free,0.0
533,u_200453,2026-03-29,account_created,free,0.0
534,u_200454,2026-04-07,account_created,free,0.0
535,u_200455,2026-05-05,account_created,free,0.0
536,u_200456,2026-05-25,account_created,free,0.0
537,u_200457,2026-04-04,account_created,free,0.0
538,u_200457,2026-04-05,upgrade,enterprise,299.0
539,u_200458,2026-03-30,account_created,free,0.0
540,u_200459,2026-06-03,account_created,free,0.0
541,u_200459,2026-06-10,upgrade,pro_monthly,9.99
542,u_200460,2026-04-14,account_created,free,0.0
543,u_200461,2026-06-14,account_created,free,0.0
544,u_200462,2026-04-30,account_created,free,0.0
545,u_200463,2026-03-14,account_created,free,0.0
546,u_200464,2026-04-26,account_created,free,0.0
547,u_200465,2026-05-06,account_created,free,0.0
548,u_200466,2026-04-20,account_created,free,0.0
549,u_200466,2026-04-26,upgrade,pro_monthly,9.99
550,u_200466,2026-06-13,cancellation,pro_monthly,0.0
551,u_200467,2026-06-07,account_created,free,0.0
552,u_200468,2026-05-12,account_created,free,0.0
553,u_200469,2026-04-07,account_created,free,0.0
554,u_200470,2026-05-15,account_created,free,0.0
555,u_200471,2026-04-17,account_created,free,0.0
556,u_200472,2026-04-22,account_created,free,0.0
557,u_200472,2026-04-30,upgrade,pro_monthly,9.99
558,u_200472,2026-06-07,cancellation,pro_monthly,0.0
559,u_200473,2026-06-19,account_created,free,0.0
