transaction_id,user_id,transaction_date,transaction_type,credits,cost_usd
46,u_200107,2026-06-14,purchase,500,3.0
47,u_200111,2026-06-04,purchase,1500,9.0
48,u_200113,2026-06-11,purchase,500,3.0
49,u_200113,2026-06-10,purchase,1500,9.0
50,u_200113,2026-06-11,purchase,5000,30.0
51,u_200115,2026-03-07,purchase,1500,9.0
52,u_200115,2026-03-03,purchase,5000,30.0
53,u_200117,2026-03-03,purchase,500,3.0
54,u_200120,2026-05-18,purchase,5000,30.0
55,u_200123,2026-05-20,purchase,5000,30.0
56,u_200125,2026-05-29,purchase,500,3.0
57,u_200127,2026-04-09,purchase,500,3.0
58,u_200132,2026-03-08,purchase,5000,30.0
59,u_200139,2026-06-17,purchase,500,3.0
60,u_200141,2026-03-12,purchase,500,3.0
61,u_200143,2026-06-20,purchase,1500,9.0
62,u_200157,2026-03-07,purchase,5000,30.0
63,u_200163,2026-06-24,purchase,5000,30.0
64,u_200168,2026-06-13,purchase,5000,30.0
65,u_200170,2026-04-27,purchase,5000,30.0
66,u_200170,2026-04-15,purchase,5000,30.0
67,u_200172,2026-06-16,purchase,5000,30.0
68,u_200175,2026-03-29,purchase,5000,30.0
69,u_200175,2026-04-02,refund,-2500,-15.0
70,u_200177,2026-04-13,purchase,5000,30.0
71,u_200178,2026-04-05,purchase,5000,30.0
72,u_200184,2026-04-22,purchase,1500,9.0
73,u_200184,2026-04-17,purchase,5000,30.0
74,u_200185,2026-05-01,purchase,500,3.0
75,u_200195,2026-05-03,purchase,5000,30.0
76,u_200201,2026-03-10,purchase,1500,9.0
77,u_200203,2026-05-31,purchase,1500,9.0
78,u_200203,2026-05-23,purchase,1500,9.0
79,u_200206,2026-05-13,purchase,500,3.0
80,u_200206,2026-05-18,purchase,5000,30.0
81,u_200216,2026-05-07,purchase,5000,30.0
82,u_200218,2026-05-17,purchase,500,3.0
83,u_200222,2026-04-02,purchase,5000,30.0
84,u_200224,2026-04-03,purchase,500,3.0
85,u_200229,2026-06-11,purchase,500,3.0
86,u_200235,2026-04-17,purchase,1500,9.0
87,u_200236,2026-03-15,purchase,5000,30.0
88,u_200238,2026-05-06,purchase,500,3.0
89,u_200238,2026-05-13,purchase,1500,9.0
90,u_200241,2026-06-10,purchase,500,3.0
91,u_200244,2026-03-11,purchase,1500,9.0
92,u_200244,2026-03-02,purchase,1500,9.0
93,u_200245,2026-04-26,purchase,1500,9.0
94,u_200249,2026-05-07,purchase,500,3.0
95,u_200254,2026-06-19,purchase,5000,30.0
96,u_200257,2026-04-15,purchase,5000,30.0
97,u_200261,2026-03-31,purchase,1500,9.0
98,u_200262,2026-05-18,purchase,5000,30.0
99,u_200265,2026-05-03,purchase,500,3.0
100,u_200280,2026-03-14,purchase,1500,9.0
101,u_200280,2026-03-17,refund,-750,-4.5
102,u_200280,2026-03-10,purchase,500,3.0
103,u_200281,2026-05-20,purchase,5000,30.0
104,u_200282,2026-04-21,purchase,5000,30.0
105,u_200294,2026-06-26,purchase,5000,30.0
106,u_200294,2026-06-17,purchase,500,3.0
107,u_200297,2026-03-23,purchase,5000,30.0
108,u_200299,2026-05-30,purchase,5000,30.0
109,u_200303,2026-06-04,purchase,500,3.0
110,u_200306,2026-04-25,purchase,1500,9.0
111,u_200308,2026-04-08,purchase,5000,30.0
112,u_200308,2026-04-03,purchase,500,3.0
113,u_200309,2026-06-12,purchase,1500,9.0
114,u_200312,2026-06-05,purchase,1500,9.0
115,u_200321,2026-03-28,purchase,1500,9.0
116,u_200325,2026-03-29,purchase,1500,9.0
117,u_200326,2026-06-15,purchase,1500,9.0
118,u_200326,2026-06-16,refund,-750,-4.5
119,u_200327,2026-03-08,purchase,5000,30.0
120,u_200327,2026-03-18,purchase,5000,30.0
121,u_200328,2026-05-02,purchase,1500,9.0
122,u_200333,2026-05-28,purchase,1500,9.0
123,u_200333,2026-06-01,purchase,5000,30.0
124,u_200337,2026-05-19,purchase,5000,30.0
125,u_200340,2026-03-13,purchase,5000,30.0
126,u_200342,2026-06-21,purchase,500,3.0
127,u_200345,2026-06-16,purchase,500,3.0
128,u_200353,2026-04-06,purchase,500,3.0
129,u_200355,2026-05-04,purchase,500,3.0
130,u_200355,2026-05-03,purchase,5000,30.0
131,u_200355,2026-04-28,purchase,5000,30.0
132,u_200356,2026-03-27,purchase,1500,9.0
133,u_200356,2026-03-28,refund,-750,-4.5
134,u_200356,2026-03-16,purchase,5000,30.0
135,u_200365,2026-05-15,purchase,5000,30.0
136,u_200365,2026-05-08,purchase,500,3.0
137,u_200367,2026-04-29,purchase,5000,30.0
138,u_200367,2026-04-30,purchase,1500,9.0
139,u_200367,2026-04-23,purchase,1500,9.0
140,u_200370,2026-04-11,purchase,5000,30.0
141,u_200370,2026-04-16,purchase,1500,9.0
142,u_200375,2026-05-28,purchase,1500,9.0
143,u_200379,2026-05-04,purchase,500,3.0
144,u_200387,2026-05-25,purchase,1500,9.0
145,u_200389,2026-06-18,purchase,500,3.0
146,u_200395,2026-06-13,purchase,5000,30.0
147,u_200396,2026-04-07,purchase,500,3.0
148,u_200398,2026-04-22,purchase,1500,9.0
149,u_200402,2026-03-27,purchase,500,3.0
150,u_200405,2026-03-29,purchase,1500,9.0
151,u_200411,2026-04-06,purchase,1500,9.0
152,u_200411,2026-04-08,purchase,5000,30.0
153,u_200413,2026-05-26,purchase,500,3.0
154,u_200416,2026-03-19,purchase,5000,30.0
155,u_200421,2026-06-02,purchase,5000,30.0
156,u_200421,2026-06-04,refund,-2500,-15.0
157,u_200425,2026-06-02,purchase,1500,9.0
158,u_200427,2026-05-22,purchase,500,3.0
159,u_200431,2026-04-27,purchase,1500,9.0
160,u_200432,2026-05-21,purchase,1500,9.0
161,u_200435,2026-06-07,purchase,500,3.0
162,u_200437,2026-03-16,purchase,1500,9.0
163,u_200438,2026-05-19,purchase,500,3.0
164,u_200442,2026-03-04,purchase,5000,30.0
165,u_200445,2026-04-12,purchase,500,3.0
166,u_200448,2026-05-17,purchase,5000,30.0
167,u_200449,2026-05-01,purchase,5000,30.0
168,u_200450,2026-04-29,purchase,5000,30.0
169,u_200458,2026-04-10,purchase,5000,30.0
170,u_200459,2026-06-03,purchase,500,3.0
171,u_200462,2026-05-06,purchase,500,3.0
172,u_200462,2026-05-11,purchase,500,3.0
173,u_200462,2026-05-02,purchase,500,3.0
174,u_200464,2026-05-09,purchase,500,3.0
175,u_200466,2026-04-28,purchase,1500,9.0
176,u_200467,2026-06-15,purchase,500,3.0
177,u_200468,2026-05-12,purchase,5000,30.0
178,u_200469,2026-04-19,purchase,1500,9.0
179,u_200470,2026-05-29,purchase,5000,30.0
180,u_200479,2026-04-19,purchase,1500,9.0
181,u_200479,2026-04-27,purchase,1500,9.0
182,u_200482,2026-05-10,purchase,1500,9.0
183,u_200482,2026-05-02,purchase,1500,9.0
184,u_200486,2026-04-09,purchase,500,3.0
185,u_200493,2026-06-24,purchase,1500,9.0
186,u_200506,2026-04-30,purchase,500,3.0
187,u_200516,2026-05-25,purchase,500,3.0
188,u_200516,2026-05-14,purchase,1500,9.0
189,u_200522,2026-05-26,purchase,500,3.0
190,u_200527,2026-04-16,purchase,5000,30.0
191,u_200533,2026-03-21,purchase,5000,30.0
192,u_200533,2026-03-23,refund,-2500,-15.0
193,u_200536,2026-03-23,purchase,1500,9.0
194,u_200538,2026-06-04,purchase,5000,30.0
195,u_200540,2026-04-07,purchase,5000,30.0
196,u_200541,2026-04-17,purchase,1500,9.0
197,u_200542,2026-05-15,purchase,1500,9.0
198,u_200544,2026-06-23,purchase,1500,9.0
199,u_200553,2026-04-06,purchase,500,3.0
200,u_200555,2026-05-24,purchase,5000,30.0
201,u_200560,2026-06-11,purchase,1500,9.0
202,u_200561,2026-06-19,purchase,5000,30.0
203,u_200570,2026-05-16,purchase,5000,30.0
204,u_200573,2026-06-10,purchase,1500,9.0
205,u_200585,2026-06-23,purchase,1500,9.0
206,u_200589,2026-06-17,purchase,500,3.0
207,u_200590,2026-05-24,purchase,5000,30.0
208,u_200592,2026-04-10,purchase,500,3.0
209,u_200594,2026-06-16,purchase,5000,30.0
210,u_200600,2026-04-03,purchase,5000,30.0
211,u_200602,2026-03-08,purchase,1500,9.0
212,u_200603,2026-03-19,purchase,5000,30.0
213,u_200603,2026-03-27,purchase,500,3.0
214,u_200605,2026-03-25,purchase,1500,9.0
215,u_200605,2026-03-29,purchase,500,3.0
216,u_200606,2026-06-08,purchase,5000,30.0
217,u_200608,2026-04-15,purchase,500,3.0
218,u_200610,2026-03-18,purchase,5000,30.0
219,u_200612,2026-06-16,purchase,5000,30.0
220,u_200614,2026-03-12,purchase,5000,30.0
221,u_200616,2026-03-13,purchase,5000,30.0
222,u_200617,2026-03-29,purchase,5000,30.0
223,u_200618,2026-05-25,purchase,1500,9.0
224,u_200619,2026-03-22,purchase,500,3.0
225,u_200620,2026-04-28,purchase,500,3.0
226,u_200630,2026-04-26,purchase,5000,30.0
227,u_200636,2026-05-05,purchase,1500,9.0
228,u_200642,2026-03-31,purchase,1500,9.0
229,u_200643,2026-06-28,purchase,500,3.0
230,u_200647,2026-04-23,purchase,1500,9.0
231,u_200648,2026-03-26,purchase,1500,9.0
232,u_200651,2026-04-19,purchase,1500,9.0
233,u_200670,2026-03-30,purchase,5000,30.0
234,u_200672,2026-04-25,purchase,500,3.0
235,u_200682,2026-06-05,purchase,500,3.0
236,u_200683,2026-06-09,purchase,5000,30.0
237,u_200685,2026-05-19,purchase,1500,9.0
238,u_200685,2026-05-25,purchase,5000,30.0
239,u_200688,2026-06-24,purchase,1500,9.0
240,u_200688,2026-06-23,purchase,500,3.0
241,u_200689,2026-03-24,purchase,5000,30.0
242,u_200691,2026-06-22,purchase,1500,9.0
243,u_200697,2026-05-22,purchase,500,3.0
244,u_200701,2026-05-15,purchase,500,3.0
245,u_200709,2026-06-13,purchase,500,3.0
246,u_200711,2026-06-03,purchase,500,3.0
247,u_200716,2026-03-31,purchase,5000,30.0
248,u_200719,2026-05-30,purchase,500,3.0
249,u_200721,2026-03-17,purchase,500,3.0
250,u_200722,2026-03-28,purchase,1500,9.0
251,u_200725,2026-05-08,purchase,500,3.0
252,u_200726,2026-03-21,purchase,500,3.0
253,u_200727,2026-06-03,purchase,500,3.0
254,u_200730,2026-06-21,purchase,500,3.0
255,u_200731,2026-03-14,purchase,500,3.0
256,u_200731,2026-03-07,purchase,500,3.0
257,u_200731,2026-03-10,refund,-250,-1.5
258,u_200732,2026-03-30,purchase,500,3.0
259,u_200732,2026-04-04,purchase,1500,9.0
260,u_200747,2026-03-05,purchase,5000,30.0
261,u_200749,2026-03-29,purchase,1500,9.0
262,u_200749,2026-04-04,purchase,5000,30.0
263,u_200750,2026-05-01,purchase,500,3.0
264,u_200751,2026-05-12,purchase,1500,9.0
265,u_200757,2026-05-06,purchase,5000,30.0
266,u_200758,2026-06-16,purchase,1500,9.0
267,u_200763,2026-06-04,purchase,1500,9.0
268,u_200767,2026-05-18,purchase,1500,9.0
269,u_200770,2026-05-06,purchase,500,3.0
270,u_200773,2026-03-25,purchase,5000,30.0
271,u_200774,2026-06-05,purchase,1500,9.0
272,u_200780,2026-05-21,purchase,500,3.0
273,u_200780,2026-05-24,refund,-250,-1.5
274,u_200784,2026-04-10,purchase,1500,9.0
275,u_200785,2026-05-05,purchase,500,3.0
276,u_200794,2026-03-29,purchase,5000,30.0
277,u_200794,2026-03-24,purchase,500,3.0
278,u_200795,2026-04-30,purchase,500,3.0
279,u_200799,2026-04-28,purchase,1500,9.0
280,u_200800,2026-03-14,purchase,500,3.0
281,u_200807,2026-03-29,purchase,1500,9.0
282,u_200808,2026-03-02,purchase,500,3.0
283,u_200808,2026-03-06,refund,-250,-1.5
284,u_200809,2026-03-21,purchase,500,3.0
285,u_200811,2026-04-08,purchase,500,3.0
286,u_200813,2026-06-06,purchase,500,3.0
287,u_200815,2026-04-12,purchase,500,3.0
288,u_200816,2026-05-17,purchase,500,3.0
289,u_200818,2026-04-24,purchase,5000,30.0
290,u_200825,2026-06-21,purchase,1500,9.0
291,u_200830,2026-03-27,purchase,5000,30.0
292,u_200831,2026-06-20,purchase,1500,9.0
293,u_200832,2026-04-24,purchase,5000,30.0
294,u_200836,2026-05-28,purchase,5000,30.0
295,u_200836,2026-05-25,purchase,5000,30.0
296,u_200841,2026-06-04,purchase,500,3.0
297,u_200844,2026-03-13,purchase,1500,9.0
298,u_200845,2026-06-23,purchase,5000,30.0
299,u_200847,2026-04-01,purchase,500,3.0
300,u_200851,2026-05-05,purchase,500,3.0
301,u_200854,2026-05-01,purchase,5000,30.0
302,u_200855,2026-06-17,purchase,500,3.0
303,u_200856,2026-06-18,purchase,1500,9.0
304,u_200856,2026-06-25,purchase,1500,9.0
305,u_200856,2026-06-20,purchase,5000,30.0
306,u_200863,2026-05-07,purchase,5000,30.0
307,u_200865,2026-06-08,purchase,1500,9.0
308,u_200866,2026-05-07,purchase,500,3.0
309,u_200867,2026-05-18,purchase,500,3.0
310,u_200867,2026-05-21,refund,-250,-1.5
311,u_200870,2026-04-21,purchase,500,3.0
312,u_200871,2026-05-06,purchase,5000,30.0
313,u_200900,2026-06-09,purchase,1500,9.0
314,u_200900,2026-06-01,purchase,500,3.0
315,u_200900,2026-06-13,purchase,5000,30.0
316,u_200900,2026-06-13,purchase,5000,30.0
317,u_200902,2026-05-15,purchase,500,3.0
318,u_200903,2026-06-12,purchase,5000,30.0
319,u_200903,2026-06-06,purchase,1500,9.0
320,u_200909,2026-05-06,purchase,1500,9.0
321,u_200910,2026-04-05,purchase,500,3.0
322,u_200910,2026-03-30,purchase,1500,9.0
323,u_200910,2026-03-30,purchase,500,3.0
324,u_200912,2026-05-27,purchase,1500,9.0
325,u_200918,2026-05-26,purchase,1500,9.0
326,u_200920,2026-05-20,purchase,5000,30.0
327,u_200920,2026-05-12,purchase,500,3.0
328,u_200921,2026-03-25,purchase,500,3.0
329,u_200923,2026-05-31,purchase,1500,9.0
330,u_200923,2026-06-02,refund,-750,-4.5
331,u_200927,2026-06-01,purchase,5000,30.0
332,u_200928,2026-05-17,purchase,500,3.0
333,u_200928,2026-05-14,purchase,500,3.0
334,u_200934,2026-03-14,purchase,500,3.0
335,u_200935,2026-05-31,purchase,1500,9.0
336,u_200936,2026-04-15,purchase,5000,30.0
337,u_200937,2026-05-13,purchase,1500,9.0
338,u_200944,2026-03-27,purchase,1500,9.0
339,u_200945,2026-04-30,purchase,500,3.0
340,u_200945,2026-05-02,purchase,5000,30.0
341,u_200951,2026-03-31,purchase,500,3.0
342,u_200952,2026-06-04,purchase,5000,30.0
343,u_200952,2026-06-07,refund,-2500,-15.0
344,u_200953,2026-05-14,purchase,1500,9.0
345,u_200953,2026-05-12,purchase,5000,30.0
346,u_200961,2026-03-16,purchase,1500,9.0
347,u_200962,2026-04-21,purchase,5000,30.0
348,u_200962,2026-04-26,purchase,5000,30.0
349,u_200971,2026-04-04,purchase,1500,9.0
350,u_200972,2026-04-15,purchase,500,3.0
351,u_200973,2026-04-11,purchase,1500,9.0
352,u_200978,2026-04-02,purchase,1500,9.0
353,u_200980,2026-03-19,purchase,500,3.0
354,u_200981,2026-04-13,purchase,500,3.0
355,u_200983,2026-03-23,purchase,500,3.0
356,u_200986,2026-05-06,purchase,5000,30.0
357,u_200989,2026-06-10,purchase,1500,9.0
358,u_200990,2026-05-19,purchase,5000,30.0
359,u_200991,2026-05-04,purchase,500,3.0
360,u_200992,2026-06-23,purchase,1500,9.0
361,u_200993,2026-03-26,purchase,1500,9.0
362,u_200994,2026-04-29,purchase,5000,30.0
363,u_200994,2026-04-27,purchase,1500,9.0
364,u_201020,2026-05-23,purchase,1500,9.0
365,u_201020,2026-05-31,purchase,500,3.0
366,u_201020,2026-05-25,purchase,1500,9.0
367,u_201022,2026-05-20,purchase,1500,9.0
368,u_201023,2026-04-04,purchase,500,3.0
369,u_201030,2026-03-12,purchase,5000,30.0
370,u_201033,2026-05-24,purchase,500,3.0
371,u_201033,2026-05-24,purchase,500,3.0
372,u_201035,2026-03-12,purchase,1500,9.0
373,u_201037,2026-04-21,purchase,1500,9.0
374,u_201045,2026-05-23,purchase,1500,9.0
375,u_201046,2026-04-15,purchase,1500,9.0
376,u_201062,2026-03-13,purchase,1500,9.0
377,u_201062,2026-03-09,purchase,1500,9.0
378,u_201064,2026-05-26,purchase,1500,9.0
379,u_201067,2026-05-11,purchase,500,3.0
380,u_201069,2026-05-29,purchase,500,3.0
381,u_201070,2026-04-05,purchase,5000,30.0
382,u_201071,2026-05-22,purchase,5000,30.0
383,u_201073,2026-03-20,purchase,1500,9.0
384,u_201077,2026-06-16,purchase,500,3.0
385,u_201079,2026-05-19,purchase,5000,30.0
386,u_201088,2026-05-04,purchase,1500,9.0
387,u_201088,2026-05-03,purchase,500,3.0
388,u_201092,2026-06-04,purchase,1500,9.0
389,u_201102,2026-04-04,purchase,1500,9.0
390,u_201105,2026-03-14,purchase,1500,9.0
391,u_201106,2026-03-17,purchase,500,3.0
392,u_201106,2026-03-23,purchase,1500,9.0
393,u_201111,2026-06-26,purchase,500,3.0
394,u_201117,2026-05-06,purchase,5000,30.0
395,u_201121,2026-06-18,purchase,500,3.0
396,u_201123,2026-04-07,purchase,1500,9.0
397,u_201124,2026-03-14,purchase,1500,9.0
398,u_201128,2026-05-16,purchase,5000,30.0
399,u_201128,2026-05-21,purchase,500,3.0
400,u_201132,2026-03-14,purchase,1500,9.0
401,u_201134,2026-05-04,purchase,500,3.0
402,u_201135,2026-05-04,purchase,500,3.0
403,u_201136,2026-03-29,purchase,1500,9.0
404,u_201138,2026-06-27,purchase,500,3.0
405,u_201139,2026-06-04,purchase,5000,30.0
406,u_201141,2026-04-15,purchase,1500,9.0
407,u_201142,2026-03-06,purchase,5000,30.0
408,u_201156,2026-04-20,purchase,500,3.0
409,u_201156,2026-04-14,purchase,5000,30.0
410,u_201157,2026-06-04,purchase,500,3.0
411,u_201157,2026-05-26,purchase,1500,9.0
412,u_201165,2026-03-30,purchase,1500,9.0
413,u_201171,2026-05-29,purchase,5000,30.0
414,u_201173,2026-04-16,purchase,500,3.0
415,u_201173,2026-04-27,purchase,1500,9.0
416,u_201177,2026-04-08,purchase,500,3.0
417,u_201177,2026-04-05,purchase,5000,30.0
418,u_201185,2026-05-27,purchase,1500,9.0
419,u_201186,2026-06-12,purchase,5000,30.0
420,u_201188,2026-06-04,purchase,1500,9.0
421,u_201198,2026-04-01,purchase,5000,30.0
422,u_201201,2026-05-21,purchase,1500,9.0
423,u_201203,2026-06-19,purchase,500,3.0
424,u_201206,2026-05-01,purchase,1500,9.0
425,u_201214,2026-06-08,purchase,5000,30.0
426,u_201216,2026-04-29,purchase,500,3.0
427,u_201227,2026-03-12,purchase,500,3.0
428,u_201227,2026-03-14,refund,-250,-1.5
429,u_201229,2026-06-09,purchase,1500,9.0
430,u_201233,2026-05-02,purchase,1500,9.0
431,u_201235,2026-06-13,purchase,500,3.0
432,u_201241,2026-04-04,purchase,5000,30.0
433,u_201245,2026-04-20,purchase,5000,30.0
434,u_201249,2026-04-15,purchase,1500,9.0
435,u_201250,2026-04-02,purchase,500,3.0
436,u_201253,2026-05-12,purchase,5000,30.0
437,u_201258,2026-05-03,purchase,1500,9.0
438,u_201265,2026-06-08,purchase,1500,9.0
439,u_201265,2026-06-09,refund,-750,-4.5
440,u_201265,2026-06-03,purchase,5000,30.0
441,u_201274,2026-05-17,purchase,1500,9.0
442,u_201278,2026-06-28,purchase,500,3.0
443,u_201281,2026-05-28,purchase,1500,9.0
444,u_201294,2026-03-20,purchase,1500,9.0
445,u_201295,2026-04-09,purchase,500,3.0
446,u_201297,2026-05-03,purchase,500,3.0
447,u_201297,2026-05-07,refund,-250,-1.5
448,u_201297,2026-05-06,purchase,5000,30.0
449,u_201298,2026-05-13,purchase,5000,30.0
450,u_201302,2026-05-09,purchase,500,3.0
451,u_201311,2026-05-04,purchase,1500,9.0
452,u_201312,2026-03-22,purchase,1500,9.0
453,u_201318,2026-04-23,purchase,500,3.0
454,u_201321,2026-05-06,purchase,500,3.0
455,u_201321,2026-05-05,purchase,1500,9.0
456,u_201323,2026-06-15,purchase,500,3.0
457,u_201326,2026-06-24,purchase,500,3.0
458,u_201328,2026-06-19,purchase,5000,30.0
459,u_201328,2026-06-27,purchase,1500,9.0
460,u_201329,2026-03-13,purchase,500,3.0
461,u_201330,2026-06-11,purchase,1500,9.0
462,u_201331,2026-04-15,purchase,5000,30.0
463,u_201335,2026-04-08,purchase,1500,9.0
464,u_201341,2026-04-21,purchase,1500,9.0
465,u_201350,2026-05-05,purchase,5000,30.0
466,u_201351,2026-03-26,purchase,1500,9.0
467,u_201353,2026-04-18,purchase,5000,30.0
468,u_201359,2026-05-30,purchase,5000,30.0
469,u_201362,2026-04-25,purchase,5000,30.0
470,u_201363,2026-06-17,purchase,5000,30.0
471,u_201366,2026-05-11,purchase,500,3.0
472,u_201368,2026-04-26,purchase,1500,9.0
473,u_201374,2026-03-19,purchase,5000,30.0
474,u_201376,2026-06-13,purchase,500,3.0
475,u_201379,2026-05-22,purchase,500,3.0
476,u_201380,2026-05-22,purchase,1500,9.0
477,u_201381,2026-05-13,purchase,500,3.0
478,u_201385,2026-06-25,purchase,1500,9.0
479,u_201386,2026-03-31,purchase,5000,30.0
480,u_201388,2026-03-06,purchase,5000,30.0
481,u_201389,2026-04-13,purchase,5000,30.0
482,u_201393,2026-05-03,purchase,500,3.0
483,u_201397,2026-04-09,purchase,5000,30.0
484,u_201397,2026-04-09,purchase,500,3.0
485,u_201401,2026-04-01,purchase,500,3.0
486,u_201403,2026-04-19,purchase,500,3.0
487,u_201409,2026-04-25,purchase,500,3.0
488,u_201409,2026-04-28,refund,-250,-1.5
489,u_201414,2026-06-11,purchase,500,3.0
490,u_201416,2026-03-05,purchase,500,3.0
491,u_201422,2026-05-10,purchase,1500,9.0
492,u_201424,2026-04-14,purchase,1500,9.0
493,u_201424,2026-04-11,purchase,500,3.0
494,u_201430,2026-06-19,purchase,1500,9.0
495,u_201433,2026-04-03,purchase,1500,9.0
496,u_201435,2026-04-15,purchase,5000,30.0
497,u_201436,2026-04-01,purchase,500,3.0
498,u_201436,2026-04-06,purchase,500,3.0
499,u_201440,2026-06-17,purchase,1500,9.0
500,u_201441,2026-04-12,purchase,500,3.0
501,u_201443,2026-05-24,purchase,500,3.0
502,u_201450,2026-04-04,purchase,500,3.0
503,u_201454,2026-04-02,purchase,500,3.0
504,u_201462,2026-04-23,purchase,5000,30.0
505,u_201462,2026-04-26,purchase,1500,9.0
506,u_201463,2026-03-15,purchase,500,3.0
507,u_201464,2026-04-03,purchase,5000,30.0
508,u_201470,2026-04-12,purchase,500,3.0
509,u_201471,2026-06-23,purchase,5000,30.0
510,u_201473,2026-03-05,purchase,500,3.0
511,u_201479,2026-05-14,purchase,5000,30.0
512,u_201480,2026-04-03,purchase,5000,30.0
513,u_201481,2026-05-22,purchase,5000,30.0
514,u_201483,2026-05-16,purchase,5000,30.0
515,u_201483,2026-05-16,purchase,1500,9.0
516,u_201484,2026-05-07,purchase,5000,30.0
517,u_201484,2026-05-10,refund,-2500,-15.0
518,u_201486,2026-04-09,purchase,500,3.0
519,u_201486,2026-04-10,purchase,500,3.0
520,u_201489,2026-04-29,purchase,5000,30.0
521,u_201489,2026-05-10,purchase,500,3.0
522,u_201494,2026-05-21,purchase,500,3.0
523,u_201496,2026-06-25,purchase,500,3.0
524,u_201497,2026-05-31,purchase,1500,9.0
525,u_201499,2026-03-19,purchase,5000,30.0
526,u_201504,2026-04-22,purchase,5000,30.0
527,u_201509,2026-04-20,purchase,5000,30.0
528,u_201515,2026-04-02,purchase,1500,9.0
529,u_201515,2026-04-02,purchase,1500,9.0
530,u_201515,2026-04-01,purchase,500,3.0
531,u_201521,2026-05-26,purchase,5000,30.0
532,u_201522,2026-04-15,purchase,1500,9.0
533,u_201528,2026-06-25,purchase,500,3.0
534,u_201530,2026-03-16,purchase,500,3.0
535,u_201531,2026-04-09,purchase,500,3.0
536,u_201534,2026-04-26,purchase,1500,9.0
537,u_201534,2026-04-24,purchase,1500,9.0
538,u_201534,2026-05-04,purchase,1500,9.0
539,u_201535,2026-05-15,purchase,500,3.0
540,u_201535,2026-05-05,purchase,5000,30.0
541,u_201536,2026-03-23,purchase,500,3.0
542,u_201540,2026-03-18,purchase,5000,30.0
543,u_201541,2026-05-13,purchase,500,3.0
544,u_201541,2026-05-18,purchase,5000,30.0
545,u_201545,2026-04-19,purchase,5000,30.0
546,u_201545,2026-04-22,refund,-2500,-15.0
547,u_201546,2026-05-05,purchase,500,3.0
548,u_201553,2026-04-20,purchase,1500,9.0
549,u_201553,2026-04-17,purchase,1500,9.0
550,u_201566,2026-04-27,purchase,1500,9.0
551,u_201569,2026-05-05,purchase,5000,30.0
552,u_201578,2026-03-30,purchase,1500,9.0
553,u_201580,2026-06-10,purchase,1500,9.0
554,u_201581,2026-03-30,purchase,5000,30.0
555,u_201583,2026-03-14,purchase,500,3.0
556,u_201585,2026-03-09,purchase,500,3.0
557,u_201591,2026-06-13,purchase,500,3.0
558,u_201591,2026-06-15,purchase,1500,9.0
559,u_201592,2026-04-08,purchase,500,3.0
560,u_201592,2026-03-26,purchase,1500,9.0
561,u_201593,2026-05-22,purchase,5000,30.0
562,u_201596,2026-05-22,purchase,500,3.0
563,u_201598,2026-06-12,purchase,5000,30.0
564,u_201599,2026-05-21,purchase,1500,9.0
